Type,Name,Floorplan,Breakable,Cookable,Dirtyable,Fillable,Moveable,Openable,Pickupable,Receptacle,Sliceable,Toggleable,CanUseUp,ChangeTempHot,ChangeTempCold,Mass,SalientMaterials,CompatibleReceptacles
Cabinet,Cabinet_f34fb568,17,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_00b48d4c,17,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_f9cf4a48,17,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_d5408df3,17,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_b6ca0510,17,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_4f21b8ec,17,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_1cfae223,17,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_f53235df,17,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_5b061c60,17,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_4e46273f,17,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_8eb751fc,17,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_bdf6c91e,17,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_dc6cd7b7,17,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_d4862072,17,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_381986e1,17,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_3815d95c,17,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
CounterTop,CounterTop_605bdecb,17,False,False,False,False,False,False,False,True,False,False,False,False,False,0.0,None,None
Floor,Floor_3c157ed9,17,False,False,False,False,False,False,False,True,False,False,False,False,False,1.0,"Stone, Wood",None
Drawer,Drawer_db7bc05f,17,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Drawer,Drawer_555584f2,17,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_c537a240,17,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Drawer,Drawer_7febd152,17,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_79c511e2,17,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
CounterTop,CounterTop_5159ddcf,17,False,False,False,False,False,False,False,True,False,False,False,False,False,0.0,None,None
StoveBurner,StoveBurner_3d9cef58,17,False,False,False,False,False,False,False,True,False,False,False,True,False,0.0,None,None
StoveBurner,StoveBurner_2a7ac16c,17,False,False,False,False,False,False,False,True,False,False,False,True,False,0.0,None,None
StoveBurner,StoveBurner_b56fd6ec,17,False,False,False,False,False,False,False,True,False,False,False,True,False,0.0,None,None
Drawer,Drawer_a7b62632,17,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Sink,Sink_171baa05,17,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,None,None
Drawer,Drawer_53bee21b,17,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
StoveBurner,StoveBurner_572abdd3,17,False,False,False,False,False,False,False,True,False,False,False,True,False,0.0,None,None
Drawer,Drawer_092ac7b2,17,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Bread,Bread_2cbb2fb5,17,False,False,False,False,False,False,True,False,True,False,False,False,False,0.699999988079071,Food,"Microwave, Fridge, DiningTable, TVStand, CoffeeTable, SideTable, Desk, CounterTop, GarbageCan, Plate"
StoveKnob,StoveKnob_01c05a0e,17,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,None,None
StoveKnob,StoveKnob_902324d4,17,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,None,None
StoveKnob,StoveKnob_46a16e1e,17,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,None,None
StoveKnob,StoveKnob_f40b6a8b,17,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,None,None
Bottle,Glassbottle_335b79c8,17,True,False,False,True,False,False,True,False,False,False,False,False,False,0.20000000298023224,Glass,"Fridge, Box, Dresser, Desk, Sink, SinkBasin, Cabinet, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Shelf, GarbageCan"
Fork,Fork_7b39d7f4,17,False,False,False,False,False,False,True,False,False,False,False,False,False,0.03999999910593033,Metal,"Pot, Pan, Bowl, Mug, Plate, Cup, Sink, SinkBasin, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Drawer"
CoffeeMachine,CoffeeMachine_88606d41,17,False,False,False,False,True,False,False,True,False,True,False,True,False,5.0,Plastic,None
Fridge,Fridge_02641a53,17,False,False,False,False,False,True,False,True,False,False,False,False,True,0.0,None,None
Kettle,Kettle_18145c9b,17,False,False,False,True,False,True,True,False,False,False,False,False,False,0.800000011920929,"Metal, Plastic","DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Sink, SinkBasin, Cabinet, StoveBurner, Shelf"
Tomato,Tomato_26df2a51,17,False,False,False,False,False,False,True,False,True,False,False,False,False,0.11999998986721039,Food,"DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Sink, SinkBasin, Pot, Bowl, Fridge, GarbageCan, Plate"
Plate,Plate_aab1f0e0,17,True,False,True,False,False,False,True,True,False,False,False,False,False,0.6200000047683716,Ceramic,"Microwave, Fridge, Dresser, Desk, Sink, Sink, SinkBasin, Cabinet, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Shelf"
CellPhone,CellPhone_65df43f9,17,True,False,False,False,False,False,True,False,False,True,False,False,False,0.1599999964237213,"Metal, Glass","Sofa, ArmChair, Box, Ottoman, Dresser, Desk, Bed, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Shelf, Drawer, Safe"
Lettuce,Lettuce_fdf052ad,17,False,False,False,False,False,False,True,False,True,False,False,False,False,0.4699999988079071,Food,"Pot, Pan, Bowl, Fridge, Plate, Sink, SinkBasin, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, GarbageCan"
Pot,Pot_af6a7095,17,False,False,True,True,False,False,True,True,False,False,False,False,False,0.5699999928474426,Metal,"StoveBurner, Fridge, Sink, SinkBasin, Cabinet, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Shelf"
SoapBottle,SoapBottle_87de1f98,17,False,False,False,False,False,False,True,False,False,False,False,False,False,0.4000000059604645,"Metal, Glass","Dresser, Desk, Toilet, Cart, Bathtub, Sink, Cabinet, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Shelf, Drawer, GarbageCan"
GarbageCan,GarbageCan_8cf8bc33,17,False,False,False,False,True,False,False,True,False,False,False,False,False,0.699999988079071,Plastic,None
Window,Window_787a4936,17,True,False,False,False,False,False,False,False,False,False,False,False,False,0.0,None,None
Window,Window_f7b655ed,17,True,False,False,False,False,False,False,False,False,False,False,False,False,0.0,None,None
WineBottle,WineBottle_4d0cf249,17,True,False,False,True,False,False,True,False,False,False,False,False,False,1.2000000476837158,Glass,"Fridge, Dresser, Desk, Cabinet, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Shelf, GarbageCan"
Toaster,Toaster_27da1c3b,17,False,False,False,False,True,False,False,True,False,True,False,True,False,5.0,Metal,None
Spatula,Spatula_3c9d7bf8,17,False,False,False,False,False,False,True,False,False,False,False,False,False,0.06499999761581421,"Metal, Plastic","Pot, Pan, Bowl, Plate, Sink, SinkBasin, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Drawer"
Bowl,Bowl_9c959ad4,17,True,False,True,True,False,False,True,True,False,False,False,False,False,0.4699999988079071,Glass,"Microwave, Fridge, Dresser, Desk, Sink, SinkBasin, Cabinet, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Shelf"
Apple,Apple_e353d0e6,17,False,False,False,False,False,False,True,False,True,False,False,False,False,0.20000000298023224,Food,"Pot, Pan, Bowl, Microwave, Fridge, Plate, Sink, SinkBasin, DiningTable, TVStand, CoffeeTable, SideTable, Desk, CounterTop, GarbageCan, Dresser"
LightSwitch,LightSwitch_0c394633,17,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,None,None
Cup,Cup_bf7d7c10,17,False,False,True,True,False,False,True,True,False,False,False,False,False,0.4000000059604645,Paper,"Microwave, Fridge, Dresser, Desk, Sink, SinkBasin, Cabinet, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Shelf"
Knife,Knife_5e0a18d9,17,False,False,False,False,False,False,True,False,False,False,False,False,False,0.18000000715255737,"Metal, Plastic","Pot, Pan, Bowl, Mug, Plate, Sink, SinkBasin, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Drawer"
Microwave,Microwave_22657a51,17,False,False,False,False,True,True,False,True,False,True,False,True,False,6.999999523162842,"Metal, Glass",None
Egg,Egg_fa8185c0,17,True,False,False,False,False,False,True,False,True,False,False,False,False,0.054999999701976776,Food,"Pot, Pan, Bowl, Microwave, Fridge, Plate, Sink, SinkBasin, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, GarbageCan"
SinkBasin,SinkBasin_7e5cb6a1,17,False,False,False,False,False,False,False,True,False,False,False,False,False,0.0,None,None
SaltShaker,SaltShaker_5f9bc810,17,False,False,False,False,False,False,True,False,False,False,False,False,False,0.4000000059604645,"Metal, Glass","DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Drawer, Cabinet, Shelf"
PepperShaker,PepperShaker_aee58a24,17,False,False,False,False,False,False,True,False,False,False,False,False,False,0.14000000059604645,"Metal, Glass","DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Drawer, Cabinet, Shelf"
Potato,Potato_d6d57bc9,17,False,True,False,False,False,False,True,False,True,False,False,False,False,0.18000000715255737,Food,"Pot, Pan, Bowl, Microwave, Fridge, Plate, Sink, SinkBasin, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, GarbageCan"
ButterKnife,ButterKnife_997af1d5,17,False,False,False,False,False,False,True,False,False,False,False,False,False,0.07999999821186066,Metal,"Pot, Pan, Bowl, Mug, Plate, Cup, Sink, SinkBasin, DiningTable, TVStand, CoffeeTable, SideTable, Desk, CounterTop, Drawer"
DishSponge,DishSponge_bd4d6a60,17,False,False,False,False,False,False,True,False,False,False,False,False,False,0.029999997466802597,Sponge,"Pot, Pan, Bowl, Plate, Box, Toilet, Cart, Cart, BathtubBasin, Bathtub, Sink, SinkBasin, Cabinet, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Shelf, Drawer, GarbageCan"
Pan,Pan_f39d8a50,17,False,False,True,False,False,False,True,True,False,False,False,False,False,0.6700000166893005,Metal,"DiningTable, CounterTop, TVStand, CoffeeTable, SideTable, Sink, SinkBasin, Cabinet, StoveBurner, Fridge"
Spoon,Spoon_d8accb21,17,False,False,False,False,False,False,True,False,False,False,False,False,False,0.03999999910593033,Metal,"Pot, Pan, Bowl, Mug, Plate, Cup, Sink, SinkBasin, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Drawer"
SprayBottle,SprayBottle_d5289fd0,17,False,False,False,False,False,False,True,False,False,False,False,False,False,0.10999999940395355,Plastic,"Dresser, Desk, Toilet, Cart, Cabinet, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Shelf, Drawer, GarbageCan"
Faucet,Faucet_2f1eb32c,17,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,None,None
Shelf,Shelf_a1138af7,17,False,False,False,False,False,False,False,True,False,False,False,False,False,0.0,None,None
Mug,Mug_85982c5c,17,True,False,True,True,False,False,True,True,False,False,False,False,False,1.0,Ceramic,"SinkBasin, Cabinet, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Shelf"
Stool,Stool_d0f50c68,17,False,False,False,False,True,False,False,True,False,False,False,False,False,3.180000066757202,Wood,None
Shelf,Shelf_1decb463,17,False,False,False,False,False,False,False,True,False,False,False,False,False,0.0,None,None
DiningTable,DiningTable_38a37b8e,17,False,False,False,False,True,False,False,True,False,False,False,False,False,85.0,"Metal, Plastic",None
Cabinet,Cabinet_a8b4237f,18,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_22c5b43b,18,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Drawer,Drawer_686766dd,18,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_f984dfe4,18,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Drawer,Drawer_076340fb,18,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Drawer,Drawer_0b557854,18,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
StoveBurner,StoveBurner_c1c35879,18,False,False,False,False,False,False,False,True,False,False,False,True,False,0.0,None,None
StoveBurner,StoveBurner_3aaf14fd,18,False,False,False,False,False,False,False,True,False,False,False,True,False,0.0,None,None
Floor,Floor_b6ac4f5c,18,False,False,False,False,False,False,False,True,False,False,False,False,False,1.0,"Wood, Stone",None
Drawer,Drawer_33bba69a,18,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Drawer,Drawer_c650ec2b,18,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
StoveBurner,StoveBurner_81fda4a1,18,False,False,False,False,False,False,False,True,False,False,False,True,False,0.0,None,None
StoveBurner,StoveBurner_a6ba71d3,18,False,False,False,False,False,False,False,True,False,False,False,True,False,0.0,None,None
CounterTop,CounterTop_5ea7ae28,18,False,False,False,False,False,False,False,True,False,False,False,False,False,0.0,None,None
CounterTop,CounterTop_5ac5be29,18,False,False,False,False,False,False,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_1296dcd4,18,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_5708d400,18,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_7035ff03,18,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_5f03680d,18,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_7f811f69,18,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_eb928ce8,18,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_1d11c5c5,18,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_2972e571,18,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_f86c712b,18,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_82a9cf66,18,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_348fb7e5,18,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_99e57b44,18,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_a85234ac,18,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Sink,Sink_14e70eb3,18,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,None,None
Bowl,Bowl_803d17c0,18,True,False,True,True,False,False,True,True,False,False,False,False,False,0.4699999988079071,Ceramic,"Microwave, Fridge, Dresser, Desk, Sink, SinkBasin, Cabinet, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Shelf"
Bread,Bread_5a814a6f,18,False,False,False,False,False,False,True,False,True,False,False,False,False,0.699999988079071,Food,"Microwave, Fridge, DiningTable, TVStand, CoffeeTable, SideTable, Desk, CounterTop, GarbageCan, Plate"
Egg,Egg_1ce1eafd,18,True,False,False,False,False,False,True,False,True,False,False,False,False,0.054999999701976776,Food,"Pot, Pan, Bowl, Microwave, Fridge, Plate, Sink, SinkBasin, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, GarbageCan"
Knife,Knife_34603df2,18,False,False,False,False,False,False,True,False,False,False,False,False,False,0.18000000715255737,"Metal, Plastic","Pot, Pan, Bowl, Mug, Plate, Sink, SinkBasin, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Drawer"
Microwave,Microwave_50d7dbc5,18,False,False,False,False,True,True,False,True,False,True,False,True,False,6.999999523162842,"Metal, Glass",None
Fork,Fork_d2a80aa3,18,False,False,False,False,False,False,True,False,False,False,False,False,False,0.03999999910593033,Metal,"Pot, Pan, Bowl, Mug, Plate, Cup, Sink, SinkBasin, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Drawer"
Apple,Apple_91415d28,18,False,False,False,False,False,False,True,False,True,False,False,False,False,0.20000000298023224,Food,"Pot, Pan, Bowl, Microwave, Fridge, Plate, Sink, SinkBasin, DiningTable, TVStand, CoffeeTable, SideTable, Desk, CounterTop, GarbageCan, Dresser"
Kettle,Kettle_509672d3,18,False,False,False,True,False,True,True,False,False,False,False,False,False,0.800000011920929,"Metal, Plastic","DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Sink, SinkBasin, Cabinet, StoveBurner, Shelf"
Plate,Plate_6b2764cf,18,True,False,True,False,False,False,True,True,False,False,False,False,False,0.6200000047683716,Ceramic,"Microwave, Fridge, Dresser, Desk, Sink, Sink, SinkBasin, Cabinet, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Shelf"
HousePlant,HousePlant_2ff977ab,18,False,False,False,True,True,False,False,False,False,False,False,False,False,3.0,"Ceramic, Organic",None
SaltShaker,SaltShaker_3477a326,18,False,False,False,False,False,False,True,False,False,False,False,False,False,0.6000000238418579,"Metal, Glass","DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Drawer, Cabinet, Shelf"
CoffeeMachine,CoffeeMachine_20f5ff7e,18,False,False,False,False,True,False,False,True,False,True,False,True,False,5.0,Plastic,None
Toaster,Toaster_67dfd0da,18,False,False,False,False,True,False,False,True,False,True,False,True,False,5.0,Metal,None
Lettuce,Lettuce_e21f5085,18,False,False,False,False,False,False,True,False,True,False,False,False,False,0.4699999988079071,Food,"Pot, Pan, Bowl, Fridge, Plate, Sink, SinkBasin, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, GarbageCan"
Window,Window_b772cec1,18,True,False,False,False,False,False,False,False,False,False,False,False,False,0.0,None,None
Window,Window_eef9c2c9,18,True,False,False,False,False,False,False,False,False,False,False,False,False,0.0,None,None
SoapBottle,SoapBottle_0ad5d26d,18,False,False,False,False,False,False,True,False,False,False,False,False,False,0.4000000059604645,"Metal, Glass","Dresser, Desk, Toilet, Cart, Bathtub, Sink, Cabinet, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Shelf, Drawer, GarbageCan"
Spatula,Spatula_b8a505ad,18,False,False,False,False,False,False,True,False,False,False,False,False,False,0.06499999761581421,"Metal, Plastic","Pot, Pan, Bowl, Plate, Sink, SinkBasin, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Drawer"
PaperTowelRoll,PaperTowelRoll_a9d62982,18,False,False,False,False,False,False,True,False,False,False,False,False,False,0.2199999988079071,Paper,None
Fridge,Fridge_989d4c68,18,False,False,False,False,False,True,False,True,False,False,False,False,True,0.0,None,None
Pot,Pot_54f0ffe4,18,False,False,True,True,False,False,True,True,False,False,False,False,False,0.5699999928474426,Metal,"StoveBurner, Fridge, Sink, SinkBasin, Cabinet, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Shelf"
Potato,Potato_ae6b0090,18,False,True,False,False,False,False,True,False,True,False,False,False,False,0.18000000715255737,Food,"Pot, Pan, Bowl, Microwave, Fridge, Plate, Sink, SinkBasin, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, GarbageCan"
SinkBasin,SinkBasin_9a0b5d10,18,False,False,False,False,False,False,False,True,False,False,False,False,False,0.0,None,None
GarbageCan,GarbageCan_57a273d7,18,False,False,False,False,True,False,False,True,False,False,False,False,False,0.699999988079071,Plastic,None
ButterKnife,ButterKnife_9d9594b5,18,False,False,False,False,False,False,True,False,False,False,False,False,False,0.07999999821186066,Metal,"Pot, Pan, Bowl, Mug, Plate, Cup, Sink, SinkBasin, DiningTable, TVStand, CoffeeTable, SideTable, Desk, CounterTop, Drawer"
StoveKnob,StoveKnob_f191c3ed,18,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,None,None
StoveKnob,StoveKnob_5ea86430,18,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,None,None
StoveKnob,StoveKnob_c6274c40,18,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,None,None
StoveKnob,StoveKnob_9e81424b,18,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,None,None
PepperShaker,PepperShaker_6050ff38,18,False,False,False,False,False,False,True,False,False,False,False,False,False,0.23999997973442078,"Metal, Glass","DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Drawer, Cabinet, Shelf"
Pan,Pan_6e63744a,18,False,False,True,False,False,False,True,True,False,False,False,False,False,0.6700000166893005,Metal,"DiningTable, CounterTop, TVStand, CoffeeTable, SideTable, Sink, SinkBasin, Cabinet, StoveBurner, Fridge"
Tomato,Tomato_6fa0aa30,18,False,False,False,False,False,False,True,False,True,False,False,False,False,0.11999998986721039,Food,"DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Sink, SinkBasin, Pot, Bowl, Fridge, GarbageCan, Plate"
DishSponge,DishSponge_93fe78f5,18,False,False,False,False,False,False,True,False,False,False,False,False,False,0.029999997466802597,Sponge,"Pot, Pan, Bowl, Plate, Box, Toilet, Cart, Cart, BathtubBasin, Bathtub, Sink, SinkBasin, Cabinet, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Shelf, Drawer, GarbageCan"
Cup,Cup_b8f0acb0,18,False,False,True,True,False,False,True,True,False,False,False,False,False,0.4000000059604645,Paper,"Microwave, Fridge, Dresser, Desk, Sink, SinkBasin, Cabinet, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Shelf"
Vase,Vase_42af4a87,18,True,False,False,False,False,False,True,False,False,False,False,False,False,1.0,Metal,"Box, Dresser, Desk, Cart, Cabinet, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Shelf, Safe"
Vase,Vase_bb6f5e2d,18,True,False,False,False,False,False,True,False,False,False,False,False,False,1.0,Metal,"Box, Dresser, Desk, Cart, Cabinet, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Shelf, Safe"
Vase,Vase_6d83d1f7,18,True,False,False,False,False,False,True,False,False,False,False,False,False,1.0,Metal,"Box, Dresser, Desk, Cart, Cabinet, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Shelf, Safe"
LightSwitch,LightSwitch_be69517a,18,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,None,None
Spoon,Spoon_b2b8a426,18,False,False,False,False,False,False,True,False,False,False,False,False,False,0.03999999910593033,Metal,"Pot, Pan, Bowl, Mug, Plate, Cup, Sink, SinkBasin, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Drawer"
Mug,Mug_d43f3ad5,18,True,False,True,True,False,False,True,True,False,False,False,False,False,1.0,Ceramic,"SinkBasin, Cabinet, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Shelf"
Safe,Safe_3f25a7f6,18,False,False,False,False,True,True,False,True,False,False,False,False,False,10.0,Metal,None
Faucet,Faucet_fc879a38,18,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,None,None
Blinds,Blinds_c5c43301,18,False,False,False,False,False,True,False,False,False,False,False,False,False,0.0,None,None
DiningTable,DiningTable_098d08fe,18,False,False,False,False,True,False,False,True,False,False,False,False,False,85.0,Plastic,None
Chair,Chair_ea3ca897,18,False,False,False,False,True,False,False,True,False,False,False,False,False,10.0,Wood,None
GarbageBag,GarbageBag_47f444fa,18,False,False,False,False,True,False,False,False,False,False,False,False,False,3.499999761581421,Plastic,None
CounterTop,CounterTop_8ae6997b,19,False,False,False,False,False,False,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_b2ac18d7,19,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_ae1a8ab3,19,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_a2356f6a,19,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_0c2aaf97,19,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_5d6e37db,19,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_10397644,19,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_93110233,19,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_a366446a,19,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_addfc417,19,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_ed2a77cf,19,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_7c7694f2,19,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_7730ef69,19,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_f99ae14a,19,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_f31f3c1e,19,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_2b45a3e7,19,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_d8167544,19,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_ba8a5fc2,19,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_65cadb08,19,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_575fe762,19,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_7cbb1f23,19,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_f39333f1,19,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Drawer,Drawer_6a04b42a,19,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Floor,Floor_06a4d5e3,19,False,False,False,False,False,False,False,True,False,False,False,False,False,1.0,Rubber,None
Drawer,Drawer_97551a52,19,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Sink,Sink_d190e646,19,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,None,None
StoveBurner,StoveBurner_8c6ec945,19,False,False,False,False,False,False,False,True,False,False,False,True,False,0.0,None,None
Drawer,Drawer_e845c4df,19,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
CounterTop,CounterTop_629ab45c,19,False,False,False,False,False,False,False,True,False,False,False,False,False,0.0,None,None
Drawer,Drawer_6ed5f2f1,19,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
StoveBurner,StoveBurner_d9edea12,19,False,False,False,False,False,False,False,True,False,False,False,True,False,0.0,None,None
Drawer,Drawer_59f1a170,19,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
StoveBurner,StoveBurner_24517c69,19,False,False,False,False,False,False,False,True,False,False,False,True,False,0.0,None,None
